,State,Total_posterior,Total_prior,Total_std,ONG_max,ONG_prior,ONG_std,ONG_min,ONG_posterior,Total_min,Total_max,Total_ExclSoilAbs_posterior,Total_ExclSoilAbs_prior,Total_ExclSoilAbs_std,Total_ExclSoilAbs_min,Total_ExclSoilAbs_max,Oil_posterior,Oil_prior,Oil_std,Oil_min,Oil_max,Gas_posterior,Gas_prior,Gas_std,Gas_min,Gas_max,Coal_posterior,Coal_prior,Coal_std,Coal_min,Coal_max,Livestock_posterior,Livestock_prior,Livestock_std,Livestock_min,Livestock_max,Landfills_posterior,Landfills_prior,Landfills_std,Landfills_min,Landfills_max,Wastewater_posterior,Wastewater_prior,Wastewater_std,Wastewater_min,Wastewater_max,Rice_posterior,Rice_prior,Rice_std,Rice_min,Rice_max,OtherAnth_posterior,OtherAnth_prior,OtherAnth_std,OtherAnth_min,OtherAnth_max,BiomassBurn_posterior,BiomassBurn_prior,BiomassBurn_std,BiomassBurn_min,BiomassBurn_max,Reservoirs_posterior,Reservoirs_prior,Reservoirs_std,Reservoirs_min,Reservoirs_max,Wetlands_posterior,Wetlands_prior,Wetlands_std,Wetlands_min,Wetlands_max,Termites_posterior,Termites_prior,Termites_std,Termites_min,Termites_max,Lakes_posterior,Lakes_prior,Lakes_std,Lakes_min,Lakes_max,Seeps_posterior,Seeps_prior,Seeps_std,Seeps_min,Seeps_max,SoilAbsorb_posterior,SoilAbsorb_prior,SoilAbsorb_std,SoilAbsorb_min,SoilAbsorb_max,Year
0,Alabama,0.8166741363371598,0.9373922215910606,0.13682527172349157,0.13495840608767026,0.1311923942238665,0.021360526357707462,0.05870360876525961,0.11246066337159441,0.47126012650582216,0.9688125481493499,0.8505469468154705,0.9712649530147243,0.13682527047514895,0.5051329332093702,1.0026853417236457,0.0005923654913860287,0.0008516153123113323,0.00022236653051020358,8.592213722457582e-06,0.0008137370827919674,0.11186829788020838,0.13034077891155516,0.02113815982719726,0.05869501655153715,0.1341446690048783,0.2060818050562922,0.2079287178240935,0.011855786238270867,0.18753483756870093,0.23371645267795113,0.08367357426655679,0.09867791527045952,0.016381946222150463,0.04077942569632128,0.09951034210046698,0.14184513466731946,0.16579418361672366,0.0253836580546706,0.07769739081173242,0.16792521576205816,0.02306141627089956,0.03425389416457167,0.010234218051021447,-0.004005007716371754,0.032966471646609485,0.0,0.0,0.0,0.0,0.0,0.009206503196854628,0.011131249302429994,0.0019712517878891097,0.004065357297312994,0.011193725869786945,0.0022189081694597413,0.002639125900698556,0.000414618933075764,0.0011526970802879346,0.002639830073761317,0.12185686298002997,0.12991308890244518,0.016746625470595838,0.08021746538649248,0.13962177883612778,0.1398112747268385,0.17769800540467093,0.035572355825865855,0.04761506919780301,0.175482706032185,0.008329022347191522,0.009773967285553485,0.0015729919144477334,0.0042359136023999095,0.009877111166430108,0.0,0.0,0.0,0.0,0.0,0.002001562928443787,0.002262149572679141,0.00030480295816745576,0.0012137490249804854,0.002303912507780407,-0.03387261247249689,-0.03387261247249689,0.0,-0.03387261247249689,-0.03387261247249689,2019
1,Arizona,0.030983483147118254,0.16512073654910478,0.05363341941600786,0.03834733733194953,0.0447972730961292,0.004610993332258315,0.02194229555303174,0.029693795017393,-0.08850258558001556,0.11312897990189681,0.1526638233659287,0.2868010908382761,0.05363343009263861,0.03317772544458852,0.23480933075434202,3.993493796656839e-06,5.624789921574855e-06,1.0209468806175601e-06,1.3905867006612487e-06,5.122062129260104e-06,0.02968980152359634,0.044791648306207625,0.004609972385377698,0.02194090496633108,0.03834221526982027,0.00175353337099265,0.0015348085457126584,0.00028242147432657486,0.001530719814301516,0.0026342609926642544,0.06570739087907465,0.1134347383068055,0.01737096568221584,0.028453794804795308,0.0941951502366696,0.031235522601206312,0.0697149123140832,0.01360735125155362,0.003865665915883292,0.054283550376200085,0.00429726729675455,0.007981744573333963,0.0009613065452949502,0.0027579278981129207,0.006341323016102969,0.0,0.0,0.0,0.0,0.0,0.003213479300723878,0.006469343659352593,0.0010781093792879457,0.0012081753438208194,0.005127466502002702,0.00036884561098486917,0.004029071559143578,0.0028786238155235123,-0.00728269450141231,0.003155154229531766,0.0014298197548792307,0.018015326890641246,0.010919567814316942,-0.027531126909991734,0.013032962625023379,0.004136919114200957,0.006499166624568564,0.0014516816449477669,0.00026208801423852307,0.005736392909892067,0.009976271432923706,0.013376648803446517,0.0017211853286400746,0.005694388564246645,0.012142951737642755,0.0,0.0,0.0,0.0,0.0,0.0008509965811848717,0.0009481137453258996,5.827984197341787e-05,0.000713970865553217,0.0009355160785849435,-0.12168035941649974,-0.12168035941649977,0.0,-0.12168035941649977,-0.12168035941649977,2019
2,Arkansas,1.168066141737354,0.8174326280059528,0.08020315647720373,0.2131002923567387,0.13869141295418086,0.009012719345073257,0.16672982063373704,0.1835378282514759,1.0357949093758174,1.4259188021646052,1.2053911313948593,0.8547575491179519,0.08020320077231645,1.0731198373032458,1.4632439221791307,0.00831233129511597,0.0061121647591102935,0.0003328178670162028,0.007363485090315854,0.008764739705260621,0.17522549695635994,0.13257924819507055,0.008679901478057054,0.1593663355434212,0.20433555265147807,0.020787262693092123,0.013754460587934501,0.002273314852125685,0.01734860897849191,0.028345698056396945,0.16863827703431603,0.12945619327689345,0.012424440116116715,0.15135839339414572,0.2149889752166497,0.09310369880005127,0.05995868052628236,0.011545589976971655,0.0744662034389806,0.13230554911344133,0.018814094028907963,0.01345756640120593,0.0018516664063667019,0.016164353381885137,0.024927599422847797,0.30845922784785446,0.19531242888405334,0.023240154703855657,0.2603738426306542,0.3773989688339907,0.014501470046706462,0.009919029228278793,0.0013890142252898803,0.012367064404296706,0.019038761459815288,0.011885652281651978,0.00834200203013748,0.0007348982929097393,0.010568831956105508,0.013948436762411111,0.07689563064335367,0.0683971817857519,0.009871837568795982,0.051676636626731054,0.09079870560837686,0.2860902600084108,0.20062453418900922,0.017639318233199846,0.24997354496228733,0.34652280090623816,0.0160345901570725,0.011767570616375659,0.000979129944552388,0.014480866741288088,0.019354147057933462,0.0,0.0,0.0,0.0,0.0,0.006643420004303158,0.005076729463043468,0.0003488643113540058,0.0059437859752227516,0.007829411307536987,-0.03732490491485212,-0.03732490491485212,0.0,-0.03732490491485212,-0.03732490491485212,2019
3,California,1.639730512880163,1.6994016935066782,0.19566997922343937,0.26443521096219486,0.22036109196448883,0.028564037738874712,0.15550430166089402,0.21361104657508084,1.2055923657776344,1.9768807436751248,1.7703428074879315,1.8300138348148174,0.19566997669000785,1.336204726257614,2.107493082606707,0.10070773312734,0.07112726691054862,0.00986885189586765,0.08168399535208722,0.12387672701139947,0.11290331344774085,0.1492338250539402,0.01869518584300706,0.07382030630880679,0.1405584839507954,0.0,0.0,0.0,0.0,0.0,0.9923874349733586,0.7716550900048748,0.07314108673731545,0.8125329625739244,1.139319439509237,0.2880083065804213,0.3890761718998789,0.05388755525730946,0.18962491530596148,0.378124125221683,0.03364142508687082,0.047310986473912936,0.006048139576509257,0.02323591127490748,0.04767420017287528,0.09022138091828856,0.13882575808183725,0.010512896177265288,0.07262044583932625,0.10688298042346021,0.028379805620980955,0.03608280939936008,0.004524999456500222,0.01865142272556388,0.035041877592553686,0.015765946021417575,0.016994221849752873,0.0014691932526336529,0.013572240633504184,0.019736040394080067,0.02132316144266376,0.06952184511888881,0.02052185653126478,-0.021115799445473697,0.05072223812413696,0.04147217576340901,0.06079887988941914,0.011863071266146063,0.011428223830456864,0.05410420754718645,0.012431175047218737,0.016686305953295944,0.003938584861876227,0.0020979493054180394,0.016525150830398287,0.0,0.0,0.0,0.0,0.0,0.03310065893938472,0.06269992146636372,0.0201127859053623,-0.01991742729457334,0.05473033204411925,-0.13061201440416836,-0.13061201440416836,2.7755575615628914e-17,-0.13061201440416836,-0.13061201440416836,2019
4,Colorado,0.7621577193028046,0.7425074507377712,0.06721034148205215,0.448774324636789,0.3253298833460702,0.028619787531261678,0.3244300574653324,0.3737453997512132,0.6278300419789492,0.9118459717393116,0.8418820219929476,0.8222318054429947,0.06721035667033502,0.7075543017755151,0.991570274134549,0.040305028680405586,0.03595653994366475,0.003035240071840191,0.03624824033671897,0.050039388204130335,0.3334403710708076,0.28937334340240545,0.025584547459421486,0.2881818171286134,0.39873493643265867,0.035164016334016564,0.04666598990435249,0.006269522866906238,0.0220558496266897,0.04496555321556082,0.23430378001256297,0.2458580550781696,0.0196414226516991,0.19681237704195717,0.2774754292362535,0.08097435220519476,0.08107464711694161,0.006655177621665648,0.06659263206436442,0.09533180336512331,0.01219358383340557,0.012694150699665764,0.0009469689316113608,0.010080862511157676,0.013870789379818012,0.0,0.0,0.0,0.0,0.0,0.011628062725730024,0.011994318484275674,0.001142849070828155,0.00902401708882959,0.013806105327282433,0.002589445681378155,0.002535452513005612,0.00019444235234623806,0.0024199486879464254,0.0032709902922452563,0.0066544581684369695,0.008084259565115298,0.0007727456077902534,0.005464487745570548,0.008272244922922653,0.030402217602565992,0.0343292767372686,0.00377290691528521,0.021794891108781928,0.03499706459412525,0.01850253631522862,0.019120031335436303,0.0012964878911254085,0.01614556866509272,0.020943085537988383,0.0,0.0,0.0,0.0,0.0,0.035724518105988756,0.034545941014466,0.002718622418854122,0.030020940314514997,0.03950330047512778,-0.07972450229001328,-0.07972450229001328,0.0,-0.07972450229001328,-0.07972450229001328,2019
5,Connecticut,0.0514005607237257,0.04835503892940393,0.0029063500526070513,0.00811034406743695,0.007079856132923508,0.0002990069486053049,0.007048398532650947,0.00736266702122844,0.04848100778961637,0.05881403491785234,0.05349128911309039,0.05044576789747907,0.002906348884823596,0.050571737096921254,0.06090475944841644,0.0,0.0,0.0,0.0,0.0,0.00736266702122844,0.007079856132923508,0.0002990069486053049,0.007048398532650947,0.00811034406743695,0.0,0.0,0.0,0.0,0.0,0.0034350514037848555,0.0031322433488034534,0.00029352600799708504,0.0031635962556085446,0.004264387700105782,0.007183654532871591,0.006299374314171168,0.0007695557099614639,0.006407255251911706,0.00927518604650898,0.003298882630673996,0.003134834244379978,0.00015637244250032693,0.0031354891395621327,0.0036718926356543733,0.0,0.0,0.0,0.0,0.0,0.0034782258531581983,0.003316135398025365,0.00016068290221626328,0.00331228481172608,0.003867797017480762,2.4905257803991587e-05,2.2919155211987423e-05,1.8826077813000328e-06,2.313356951904662e-05,3.0200920752163125e-05,0.0,0.0,0.0,0.0,0.0,0.0282905534391936,0.027058780510592337,0.0012532267137348703,0.026996715283381024,0.031316624781837415,0.00041731850716712055,0.0004015976082926924,1.6703425202613125e-05,0.00039981010019555314,0.0004572897969945032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002090729765764656,-0.002090729765764656,0.0,-0.002090729765764656,-0.002090729765764656,2019
6,Delaware,0.05476077883252648,0.06253928074799313,0.007066592548817289,0.001079830826205424,0.0010921963786114162,0.00012892845818056068,0.0006368628318052534,0.0009520591433927839,0.03719747850155165,0.06170197300411679,0.05648881249136881,0.06426731080676232,0.007066589592913892,0.03892552140575737,0.06343000423588502,0.0,0.0,0.0,0.0,0.0,0.0009520591433927839,0.0010921963786114162,0.00012892845818056068,0.0006368628318052534,0.001079830826205424,0.0,0.0,0.0,0.0,0.0,0.0032424372823141503,0.0037291419597873126,0.00044026747034674955,0.002177561527861265,0.0036770998933076575,0.007551388712131317,0.009276956541628944,0.0015710977936633287,0.0035154462398548024,0.009057680235748891,0.004397506810256454,0.005298706299117109,0.0007988680764963059,0.002297948169989553,0.005175436164189791,0.0,0.0,0.0,0.0,0.0,0.0004804492385819445,0.0005839398415092691,9.673563212832646e-05,0.00022969215003676433,0.0005720712039930588,2.7043596721753937e-05,3.662523561104856e-05,9.310023996030868e-06,1.3289110291020046e-06,3.536628262746337e-05,0.0,0.0,0.0,0.0,0.0,0.03961780293641087,0.043997778911688254,0.0039982687092798294,0.029922163369045955,0.04381856509204089,0.0002201460036218975,0.00025199850731288703,2.9694068501119393e-05,0.00014450550327125888,0.0002486237038664502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017280228795901783,-0.0017280228795901783,2.168404344971009e-19,-0.0017280228795901783,-0.0017280228795901783,2019
7,Florida,1.4914434416986164,1.102943897062115,0.14866846041299597,0.05929554841166204,0.03861568710553733,0.004708408177708323,0.04151828225161529,0.05022491864788689,1.1948569318517965,1.842166347335887,1.5082737620793736,1.1197742319168593,0.1486684461894328,1.2116872718075815,1.8589965869045189,2.1477264063362378e-05,1.950497951860516e-05,1.357419780403522e-06,1.9932400686338606e-05,2.5300840203570555e-05,0.05020344138382353,0.03859618212601873,0.004707050757927919,0.04149834985092895,0.05927024757145847,0.0,0.0,0.0,0.0,0.0,0.20233828941516427,0.14350960119148037,0.026114023084381804,0.15535441435273076,0.2735296261327068,0.333696301196135,0.2557751481214673,0.02360139975484791,0.2791526307167512,0.3850485650530653,0.01793772110853874,0.013802810343429889,0.0015872826851356888,0.014759793810324696,0.02105929649785623,0.0,0.0,0.0,0.0,0.0,0.02056238229743725,0.015636355763877213,0.001991169738590009,0.016773330668085742,0.024899568061267034,0.01215933489630532,0.009241464479385904,0.001436141184893495,0.009820592863095477,0.016226390689796755,0.0018646532338931353,0.0015835717782548013,0.00020612138996523252,0.0016706907242253586,0.00249103286568461,0.8618824853005085,0.6352728071931796,0.08975570566982591,0.6860269650842905,1.06901884981561,0.007487151942679088,0.00622469409001591,0.00048423550147158205,0.006495552582761511,0.009050865086176875,0.0,0.0,0.0,0.0,0.0,0.00012050982513907364,0.00011207830768566989,2.1670305549757526e-06,0.00011500351514414128,0.0001300100114775175,-0.01683024980116131,-0.01683024980116131,0.0,-0.01683024980116131,-0.01683024980116131,2019
8,Georgia,0.8948214778042123,0.767503465075837,0.050210665788826755,0.0516191010717533,0.03611118935808357,0.0026627304217988106,0.03961363749365073,0.04380047263003971,0.8227365137837115,1.0851939430281556,0.9361694261821882,0.8088514107537479,0.05021066913630633,0.8640844703449378,1.1265418489884382,0.0,0.0,0.0,0.0,0.0,0.04380047263003971,0.03611118935808357,0.0026627304217988106,0.03961363749365073,0.0516191010717533,0.0,0.0,0.0,0.0,0.0,0.12917521068729573,0.12052181460018044,0.005009697374539941,0.12239666802490956,0.14641845708390788,0.2827101220494445,0.2210911660084785,0.02195788619542531,0.245788973983777,0.3519778974095921,0.02010696747860809,0.015491206772918856,0.0018251075566231916,0.017220744904673353,0.025448780956253945,2.6386893245587116e-15,4.651690412991474e-15,2.338567751971056e-15,-4.2393196778803864e-15,4.551251775125005e-15,0.016959129199251837,0.014426958020847168,0.0008812962667569493,0.015616532770960687,0.019725895924934133,0.004368978760221871,0.004325337982913209,0.00020233292397216598,0.003882605614624773,0.004832987058851717,0.07435909757034882,0.07410908011934399,0.006396835316923812,0.056909562351665284,0.08500100412756599,0.3538469675111347,0.31249691621290177,0.019868887690950972,0.3229265519498904,0.45180854356710576,0.010603719465045736,0.010065536535699075,0.0005778515959186598,0.009308569739967618,0.011998235976798893,0.0,0.0,0.0,0.0,0.0,0.00023885553439957467,0.00021223419189846552,5.1722419209977995e-06,0.0002289270631007868,0.0002554494482604489,-0.041347884927415694,-0.041347884927415694,6.938893903907228e-18,-0.041347884927415694,-0.041347884927415694,2019
9,Idaho,0.33897189428282404,0.43697890975936915,0.0509036022814577,0.014154869447691043,0.01500098015467823,0.001386060975627744,0.008538020832699658,0.011689417812974414,0.2643391895468453,0.5304926916811207,0.40659862991882406,0.5046056506128582,0.05090360502386147,0.33196591969015643,0.5981194329651632,0.0,0.0,0.0,0.0,0.0,0.011689417812974414,0.01500098015467823,0.001386060975627744,0.008538020832699658,0.014154869447691043,0.0,0.0,0.0,0.0,0.0,0.2425055207125246,0.31617276535427025,0.025410714250543323,0.19437815161376057,0.2928164981384922,0.018837752793598665,0.020397611182835968,0.0015625906423501735,0.016542892551932958,0.02283690823277,0.002622976955672998,0.0035327209081718134,0.0003715981284805204,0.001988780164837348,0.003445559870326351,0.0,0.0,0.0,0.0,0.0,0.0054208796595977635,0.006677330950042332,0.0005077544496216765,0.004632364962916411,0.0066613307913242475,0.00575445941173389,0.00319967726146837,0.0039055306069574543,0.0030720752107020756,0.029038569989986978,0.06527039467519026,0.0837530094827553,0.009547130029942659,0.05036581753348131,0.09477171787121588,0.038212804079592946,0.03880626491853277,0.01143513789955756,0.02863466775007813,0.10368123744796855,0.014059675804572878,0.014171866725289738,0.0036408441853094118,0.010922902460959989,0.034911157611197494,0.0,0.0,0.0,0.0,0.0,0.0022247410342364792,0.002893431024492086,0.00042038856756052413,0.001083082293959971,0.002674450948246127,-0.06762677973557614,-0.06762677973557614,0.0,-0.06762677973557614,-0.06762677973557614,2019
10,Illinois,1.2495837595685308,0.66997104463926,0.171583792636861,0.22112983606863174,0.08416391346188905,0.025175500106705575,0.11021172962892671,0.1613109008322964,0.8934828803920999,1.6410379493744922,1.2773445194934734,0.6977318333501177,0.17158379132827645,0.9212436500603105,1.6687986790456346,0.00045326707073796966,0.00018155751884765535,8.739582724719995e-05,0.00026273508869058255,0.0005971961333405845,0.16085763376155843,0.08398235594304139,0.025088104279458377,0.10994899454023613,0.22053263993529115,0.2125581919991712,0.12639120295251252,0.016227993050144572,0.18089834209124406,0.25361500617247873,0.29838438917107896,0.15662811195511084,0.05091124815905868,0.20149957809278393,0.4239268542969142,0.32957435437171145,0.1695247081326615,0.04971354130535624,0.22275999186006354,0.4370082956865756,0.057006531845841174,0.03274701909974278,0.006518896098891917,0.04276316210533983,0.07040119488871065,0.00015103534581602455,0.0001142864584694008,8.040057718851823e-06,0.00012676937387611238,0.0001645592133132848,0.04400501899678132,0.022094998423990195,0.007069109725812774,0.029676797616406528,0.061190483023262916,0.001548961208374256,0.0008815794880736399,0.00023522399289593366,0.0011129885363959208,0.002175060811410089,0.014171550164709008,0.013497695283568098,0.0008166012891611833,0.012112648222067087,0.015050630071248801,0.1214496628646696,0.07178509935892162,0.014775033820039082,0.09148930406419593,0.15571408071283277,0.027541551784397697,0.013951113649669014,0.00492722705103333,0.018088594156143414,0.038785712008265055,0.0,0.0,0.0,0.0,0.0,0.009642400633325672,0.005952166674618247,0.0010141771471665136,0.0075677564225162565,0.012152239282074885,-0.0277608548681516,-0.0277608548681516,0.0,-0.0277608548681516,-0.0277608548681516,2019
11,Indiana,0.9413090128559103,0.5358192406197083,0.12748205584039124,0.12278504475117047,0.052723861067648106,0.012830429878977373,0.06598152371127025,0.09182396171541594,0.6973181216941154,1.3344849934286123,0.9608924772240863,0.5554026262209018,0.12748207252678034,0.716901559481152,1.3540685042828624,0.0009411201963370182,0.0007078284190647294,3.9645464713678635e-05,0.0008570059504252227,0.0010430391104070149,0.09088284151907892,0.05201603264858338,0.012790784414263694,0.06512451776084503,0.12174200564076346,0.199173472006629,0.1272330668679172,0.01429807559773557,0.17328059324571934,0.26366148449179905,0.26152594900525705,0.14490082510588434,0.046072883324520926,0.17786397255698502,0.41278109876745445,0.24629315986494782,0.130778469998946,0.04311734736294355,0.1664164385933403,0.3837663886538823,0.02566326573008529,0.014053784678126858,0.004581782987947303,0.017784581379944746,0.043801698758931945,0.0,0.0,0.0,0.0,0.0,0.03683398836916469,0.022523521611083334,0.004460528939742949,0.027888593113430685,0.048486671736170134,0.0007737957365515602,0.00045973896326744954,0.00012992342888601364,0.0005591510719902988,0.0013338305191015758,0.001970693974882808,0.0008786981437946834,0.0009242680075022383,0.0010590131017728355,0.007273872572923746,0.07549273763941002,0.049111157397713046,0.007271391600001258,0.06010343780605984,0.09651858421537529,0.015165788766132754,0.008661840912200935,0.002463550527335736,0.010727630307132639,0.024364842952181137,0.0,0.0,0.0,0.0,0.0,0.006176076678380777,0.004077818621379997,0.000653560099561671,0.0049071613650946535,0.008315385593240103,-0.019583278988156635,-0.01958327898815664,3.469446951953614e-18,-0.01958327898815664,-0.01958327898815664,2019
12,Iowa,0.7336886631496592,0.6414665440731278,0.025950199620816485,0.044397088509194646,0.03874983750017385,0.0016339588640064003,0.03639043564705269,0.04125309084776895,0.6899004989003014,0.8403636120571487,0.7647995345571544,0.6725774055793773,0.025950206282947173,0.7210113617686892,0.8714745225997469,9.983430705858148e-07,9.444949445957296e-07,2.7242733043305094e-08,9.752316087809367e-07,1.080267824624879e-06,0.041252092504698364,0.038748893005229254,0.001633931621273357,0.03638946041544391,0.04439600824137002,0.0,0.0,0.0,0.0,0.0,0.5742109336786823,0.5016814710598264,0.020637412905097866,0.5380829103116587,0.6592583920100155,0.07869349958463999,0.06973610264746717,0.0025982229315014765,0.07437510850370448,0.08855704004300893,0.012253676224192262,0.011676831639372368,0.0006370372682504095,0.010287201752523234,0.01322833104780412,0.0,0.0,0.0,0.0,0.0,0.007292697830570542,0.006594939232889645,0.00021943936530754106,0.006789102524225608,0.008019134589731712,0.0007869053026527585,0.0007026139468663999,1.765395478550957e-05,0.0007483243567808044,0.0008452190664678601,0.0,0.0,0.0,0.0,0.0,0.035442492524714216,0.030003649100010955,0.0016331039206308824,0.0323896026316435,0.041495925928922234,0.01486620915112643,0.01343192425017692,0.00042768003346997733,0.014061435332036302,0.0163603952922202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031110865270147926,-0.031110865270147926,0.0,-0.031110865270147926,-0.031110865270147926,2019
13,Kansas,1.0430945468582724,0.8709121304741141,0.0894703698486448,0.47865305252877466,0.32799841560289467,0.025457993774420033,0.36995741200190874,0.4133468708311238,0.8300025002827108,1.2327959695026405,1.1168270938037224,0.9446446962700691,0.08947038852457985,0.9037350241947572,1.3065285455022473,0.0798292973488995,0.0742980261172619,0.006484576465575274,0.06337708861311876,0.0902672492459397,0.3335175734822243,0.2537003894856328,0.018973417308844758,0.30658032338879,0.38838580328283495,0.0,0.0,0.0,0.0,0.0,0.5736086201915126,0.49177325947445577,0.05111279148993323,0.43990315396839597,0.6735598952001334,0.047023953675437734,0.04603809520712241,0.006349654259386526,0.0316357959409448,0.056167405854693604,0.005444928801684217,0.0036650582438113705,0.0009848501040517956,0.0035920190527549416,0.008278263495606893,0.0,0.0,0.0,0.0,0.0,0.0222327761796796,0.020815389381436275,0.002255050361758687,0.0164063355797552,0.02544397973775418,0.0017276075273838796,0.002238902238430862,0.000661705329499812,-5.7774153371413e-05,0.0022937962271723064,0.0,0.0,0.0,0.0,0.0,0.024610477119753647,0.02529677650266369,0.003976461320110542,0.0141911463863751,0.02890612759479379,0.025686126826788485,0.023954503608003063,0.0029017143448790837,0.017966234039819177,0.029737802572062,0.0,0.0,0.0,0.0,0.0,0.0031457525818461302,0.002864324551466106,0.00033117594215517545,0.0022647285393250045,0.003642542440641501,-0.0737324793216529,-0.0737324793216529,1.3877787807814457e-17,-0.0737324793216529,-0.0737324793216529,2019
14,Kentucky,0.8842109316994176,0.6176298189092432,0.05986984919048517,0.17486350963783182,0.09606259462055693,0.010863726118598488,0.12405853750909113,0.1487680983751151,0.7867138239732324,1.0677388416515314,0.9080599269558013,0.6414787622055597,0.05986986812952112,0.8105628149913772,1.0915878986976917,0.00726532027876523,0.0050823256412884715,0.0004203960554126346,0.006333524714463734,0.00835452104475295,0.14150277809634987,0.09098026897926846,0.010443330063185853,0.1177250127946274,0.16650898859307886,0.16469807295422106,0.10513682053403187,0.0125353925616617,0.1368856630256446,0.19540921456957325,0.2096626940525238,0.1497792642535252,0.0121280630737253,0.18507232074548757,0.24627581386726755,0.17774897205558052,0.1175121599729138,0.014392426539903096,0.15425474902167047,0.2211198821534908,0.005254609747874973,0.003814207370981926,0.00022661210190298668,0.004731827924570068,0.005791317812566685,3.39401871060939e-08,2.5167443720004808e-08,2.537156860903501e-09,2.9937984068425e-08,4.408090053813129e-08,0.03168156550331251,0.022183430279434514,0.002211355508031176,0.027575570481464758,0.03890651536924533,0.0008309296278332751,0.0005756304934028679,5.945856941270577e-05,0.0007126138874066914,0.0009956152198228297,0.08134809049754188,0.0819878275512948,0.019326670860723944,0.036025163394133336,0.10422782143318148,0.06540066832086545,0.048367383450518275,0.004240888531336976,0.05878615728621772,0.0797530369309897,0.012466131604225864,0.008689804981741118,0.0007952725724392963,0.0108406175954207,0.014851058004347202,0.0,0.0,0.0,0.0,0.0,0.010200090910478505,0.007369657621298271,0.0005799166882571485,0.009137478161674588,0.012195967256983742,-0.02384874051027769,-0.02384874051027769,3.469446951953614e-18,-0.02384874051027769,-0.02384874051027769,2019
